code,name_zh,market,period,pre_date,actual_date,lead_days
8210,,sii,2024Q2,,2024-07-31,
2303,,sii,2024Q2,2024-07-23,2024-07-31,8
2360,,sii,2024Q2,2024-07-23,2024-07-31,8
8039,,sii,2024Q2,2024-07-23,2024-07-31,8
1560,,sii,2024Q2,2024-07-26,2024-07-31,5
2451,,sii,2024Q2,,2024-08-01,
2492,,sii,2024Q2,,2024-08-01,
6166,,sii,2024Q2,,2024-08-01,
8996,,sii,2024Q2,,2024-08-01,
3163,,otc,2024Q2,2024-07-23,2024-08-01,9
4967,,sii,2024Q2,2024-07-23,2024-08-01,9
6196,,sii,2024Q2,2024-07-23,2024-08-01,9
2344,,sii,2024Q2,2024-07-24,2024-08-01,8
3221,,otc,2024Q2,2024-07-25,2024-08-01,7
1605,,sii,2024Q2,,2024-08-02,
2441,,sii,2024Q2,,2024-08-02,
2609,,sii,2024Q2,,2024-08-02,
3376,,sii,2024Q2,2024-07-25,2024-08-02,8
6691,,sii,2024Q2,,2024-08-05,
6213,,sii,2024Q2,,2024-08-06,
6488,,otc,2024Q2,,2024-08-06,
7734,,otc,2024Q2,,2024-08-06,
7751,,otc,2024Q2,,2024-08-06,
1810,,sii,2024Q2,2024-07-29,2024-08-06,8
3131,,otc,2024Q2,2024-07-29,2024-08-06,8
3577,,otc,2024Q2,2024-07-29,2024-08-06,8
3030,,sii,2024Q2,,2024-08-07,
4939,,otc,2024Q2,,2024-08-07,
5439,,otc,2024Q2,,2024-08-07,
2357,,sii,2024Q2,2024-07-30,2024-08-07,8
2368,,sii,2024Q2,2024-07-30,2024-08-07,8
2369,,sii,2024Q2,2024-07-30,2024-08-07,8
2645,,sii,2024Q2,2024-07-30,2024-08-07,8
4966,,otc,2024Q2,2024-07-30,2024-08-07,8
6715,,sii,2024Q2,2024-07-30,2024-08-07,8
8112,,sii,2024Q2,2024-07-30,2024-08-07,8
6426,,sii,2024Q2,2024-08-06,2024-08-07,1
2345,,sii,2024Q2,,2024-08-08,
2347,,sii,2024Q2,,2024-08-08,
5536,,otc,2024Q2,,2024-08-08,
7750,,sii,2024Q2,,2024-08-08,
2388,,sii,2024Q2,2024-07-30,2024-08-08,9
1795,,sii,2024Q2,2024-07-31,2024-08-08,8
2493,,sii,2024Q2,2024-07-31,2024-08-08,8
3260,,otc,2024Q2,2024-07-31,2024-08-08,8
3362,,otc,2024Q2,2024-07-31,2024-08-08,8
4979,,otc,2024Q2,2024-07-31,2024-08-08,8
6805,,sii,2024Q2,2024-07-31,2024-08-08,8
8033,,sii,2024Q2,2024-07-31,2024-08-08,8
2377,,sii,2024Q2,,2024-08-09,
2382,,sii,2024Q2,,2024-08-09,
2481,,sii,2024Q2,,2024-08-09,
3135,,sii,2024Q2,,2024-08-09,
3413,,sii,2024A,,2024-08-09,
3533,,sii,2024Q2,,2024-08-09,
3605,,sii,2024Q2,,2024-08-09,
5483,,otc,2024Q2,,2024-08-09,
6226,,sii,2024Q2,,2024-08-09,
6919,,sii,2024Q2,,2024-08-09,
7610,,sii,2024Q2,,2024-08-09,
6830,,sii,2024Q2,2024-07-30,2024-08-09,10
3714,,sii,2024Q2,2024-07-31,2024-08-09,9
2618,,sii,2024Q2,2024-08-01,2024-08-09,8
3022,,sii,2024Q2,2024-08-01,2024-08-09,8
6138,,otc,2024Q2,2024-08-01,2024-08-09,8
6290,,otc,2024Q2,2024-08-01,2024-08-09,8
6753,,sii,2024Q2,2024-08-01,2024-08-09,8
1513,,sii,2024Q2,,2024-08-12,
4749,,otc,2024Q2,,2024-08-12,
2316,,sii,2024Q2,2024-08-02,2024-08-12,10
2404,,sii,2024Q2,2024-08-02,2024-08-12,10
3231,,sii,2024Q2,2024-08-02,2024-08-12,10
3706,,sii,2024Q2,2024-08-02,2024-08-12,10
4566,,sii,2024Q2,2024-08-02,2024-08-12,10
5351,,otc,2024Q2,2024-08-02,2024-08-12,10
2542,,sii,2024Q2,,2024-08-13,
3406,,sii,2024Q2,,2024-08-13,
4916,,sii,2024Q2,,2024-08-13,
2330,,sii,2024Q2,2024-07-29,2024-08-13,15
1802,,sii,2024Q2,2024-08-05,2024-08-13,8
2049,,sii,2024Q2,2024-08-05,2024-08-13,8
2375,,sii,2024Q2,2024-08-05,2024-08-13,8
2406,,sii,2024Q2,2024-08-05,2024-08-13,8
3033,,sii,2024Q2,2024-08-05,2024-08-13,8
3702,,sii,2024Q2,2024-08-05,2024-08-13,8
4958,,sii,2024Q2,2024-08-05,2024-08-13,8
6446,,sii,2024Q2,2024-08-05,2024-08-13,8
6472,,sii,2024Q2,2024-08-05,2024-08-13,8
6770,,sii,2024Q2,2024-08-05,2024-08-13,8
8150,,sii,2024Q2,2024-08-05,2024-08-13,8
2324,,sii,2024Q2,2024-08-06,2024-08-13,7
3479,,otc,2024Q2,2024-08-07,2024-08-13,6
2317,,sii,2024Q2,,2024-08-14,
2834,,sii,2024Q2,2024-08-05,2024-08-14,9
2302,,sii,2024Q2,2024-08-06,2024-08-14,8
2312,,sii,2024Q2,2024-08-06,2024-08-14,8
2376,,sii,2024Q2,2024-08-06,2024-08-14,8
2478,,sii,2024Q2,2024-08-06,2024-08-14,8
9904,,sii,2024Q2,2024-08-06,2024-08-14,8
2885,,sii,2024Q2,2024-08-15,2024-08-23,8
3661,,sii,2024Q2,2024-08-15,2024-08-23,8
2886,,sii,2024Q2,2024-08-19,2024-08-27,8
5871,,sii,2024Q2,,2024-08-28,
6415,,sii,2024Q2,,2024-08-29,
3665,,sii,2024Q3,,2024-10-08,
3081,,otc,2024Q3,,2024-10-15,
3443,,sii,2024Q3,,2024-10-23,
4919,,sii,2024Q3,,2024-10-23,
2455,,sii,2024Q3,2024-10-16,2024-10-24,8
5347,,otc,2024Q3,,2024-10-25,
3529,,otc,2024Q3,2024-10-17,2024-10-25,8
5904,,otc,2024Q3,,2024-10-28,
6944,,sii,2024Q3,,2024-10-28,
3088,,otc,2024Q3,,2024-10-29,
3563,,sii,2024Q3,,2024-10-29,
1560,,sii,2024Q3,2024-10-21,2024-10-29,8
2388,,sii,2024Q3,2024-10-21,2024-10-29,8
3035,,sii,2024Q3,2024-10-21,2024-10-29,8
6271,,sii,2024Q3,2024-10-21,2024-10-29,8
6510,,otc,2024Q3,2024-10-21,2024-10-29,8
8261,,sii,2024Q3,2024-10-21,2024-10-29,8
2492,,sii,2024Q3,,2024-10-30,
3374,,otc,2024Q3,,2024-10-30,
4958,,sii,1935Q3,,2024-10-30,
6243,,sii,2024Q3,,2024-10-30,
8358,,otc,2024Q3,,2024-10-30,
2303,,sii,2024Q3,2024-10-22,2024-10-30,8
4966,,otc,2024Q3,2024-10-22,2024-10-30,8
5434,,sii,2024Q3,2024-10-22,2024-10-30,8
8039,,sii,2024Q3,2024-10-22,2024-10-30,8
2441,,sii,2024Q3,,2024-10-31,
2360,,sii,2024Q3,2024-10-23,2024-10-31,8
3221,,otc,2024Q3,2024-10-23,2024-10-31,8
3030,,sii,2024Q3,,2024-11-01,
6525,,sii,2024Q3,,2024-11-01,
2834,,sii,2024Q3,2024-10-18,2024-11-01,14
3376,,sii,2024Q3,2024-10-24,2024-11-01,8
3661,,sii,2024Q3,2024-10-24,2024-11-01,8
5388,,sii,2024Q3,2024-10-24,2024-11-01,8
6770,,sii,2024Q3,2024-10-24,2024-11-01,8
2347,,sii,2024Q3,,2024-11-04,
1802,,sii,2024Q3,2024-10-25,2024-11-04,10
2451,,sii,2024Q3,,2024-11-05,
6213,,sii,2024Q3,,2024-11-05,
6488,,otc,2024Q3,,2024-11-05,
6691,,sii,2024Q3,,2024-11-05,
7750,,sii,2024Q3,,2024-11-05,
2344,,sii,2024Q3,2024-10-28,2024-11-05,8
3131,,otc,2024Q3,2024-10-28,2024-11-05,8
3163,,otc,2024Q3,2024-10-28,2024-11-05,8
3577,,otc,2024Q3,2024-10-28,2024-11-05,8
5351,,otc,2024Q3,2024-10-28,2024-11-05,8
6805,,sii,2024Q3,2024-10-28,2024-11-05,8
8150,,sii,2024Q3,2024-10-28,2024-11-05,8
5439,,otc,2024Q3,,2024-11-06,
2369,,sii,2024Q3,2024-10-29,2024-11-06,8
3357,,otc,2024Q3,2024-10-29,2024-11-06,8
6426,,sii,2024Q3,2024-10-29,2024-11-06,8
8112,,sii,2024Q3,2024-10-29,2024-11-06,8
2345,,sii,2024Q3,,2024-11-07,
2368,,sii,2024Q3,,2024-11-07,
4939,,otc,2024Q3,,2024-11-07,
6166,,sii,2024Q3,,2024-11-07,
3714,,sii,2024Q3,2024-10-29,2024-11-07,9
4967,,sii,2024Q3,2024-10-29,2024-11-07,9
1795,,sii,2024Q3,2024-10-30,2024-11-07,8
2493,,sii,2024Q3,2024-10-30,2024-11-07,8
2542,,sii,2024Q3,2024-10-30,2024-11-07,8
3362,,otc,2024Q3,2024-10-30,2024-11-07,8
4979,,otc,2024Q3,2024-10-30,2024-11-07,8
6226,,sii,2024Q3,2024-10-30,2024-11-07,8
6715,,sii,2024Q3,2024-10-30,2024-11-07,8
1605,,sii,2024Q3,,2024-11-08,
2481,,sii,2024Q3,,2024-11-08,
5483,,otc,2024Q3,,2024-11-08,
5536,,otc,2024Q3,,2024-11-08,
6116,,sii,2024Q3,,2024-11-08,
6830,,sii,2024Q3,2024-10-28,2024-11-08,11
1519,,sii,2024Q3,2024-10-30,2024-11-08,9
3260,,otc,2024Q3,2024-10-30,2024-11-08,9
3605,,sii,2024Q3,2024-10-30,2024-11-08,9
4958,,sii,2024Q3,2024-10-30,2024-11-08,9
6290,,otc,2024Q3,2024-10-30,2024-11-08,9
6753,,sii,2024Q3,2024-10-30,2024-11-08,9
8996,,sii,2024Q3,2024-10-30,2024-11-08,9
2357,,sii,2024Q3,2024-10-31,2024-11-08,8
3022,,sii,2024Q3,2024-10-31,2024-11-08,8
6919,,sii,2024Q3,2024-10-31,2024-11-10,10
2801,,sii,2024Q3,,2024-11-11,
4749,,otc,2024Q3,,2024-11-11,
2316,,sii,2024Q3,2024-11-01,2024-11-11,10
2645,,sii,2024Q3,2024-11-01,2024-11-11,10
3231,,sii,2024Q3,2024-11-01,2024-11-11,10
4566,,sii,2024Q3,2024-11-01,2024-11-11,10
6138,,otc,2024Q3,2024-11-01,2024-11-11,10
3533,,sii,2024Q3,2024-11-04,2024-11-11,7
1513,,sii,2024Q3,,2024-11-12,
2377,,sii,2024Q3,,2024-11-12,
4916,,sii,2024Q3,,2024-11-12,
5871,,sii,2024Q3,,2024-11-12,
6415,,sii,2024Q3,,2024-11-12,
6515,,sii,2024Q3,,2024-11-12,
7734,,otc,2024Q3,,2024-11-12,
2330,,sii,2024Q3,2024-10-28,2024-11-12,15
3033,,sii,2024Q3,2024-11-01,2024-11-12,11
1810,,sii,2024Q3,2024-11-04,2024-11-12,8
2049,,sii,2024Q3,2024-11-04,2024-11-12,8
2324,,sii,2024Q3,2024-11-04,2024-11-12,8
2375,,sii,2024Q3,2024-11-04,2024-11-12,8
2404,,sii,2024Q3,2024-11-04,2024-11-12,8
3406,,sii,2024Q3,2024-11-04,2024-11-12,8
3479,,otc,2024Q3,2024-11-04,2024-11-12,8
3702,,sii,2024Q3,2024-11-04,2024-11-12,8
3706,,sii,2024Q3,2024-11-04,2024-11-12,8
8033,,sii,2024Q3,2024-11-04,2024-11-12,8
9904,,sii,2024Q3,2024-11-04,2024-11-12,8
2312,,sii,2024Q3,,2024-11-13,
2478,,sii,2024Q3,,2024-11-13,
6196,,sii,2024Q3,2024-10-28,2024-11-13,16
2302,,sii,2024Q3,2024-11-05,2024-11-13,8
2406,,sii,2024Q3,2024-11-05,2024-11-13,8
6472,,sii,2024Q3,2024-11-05,2024-11-13,8
2317,,sii,2024Q3,,2024-11-14,
2382,,sii,2024Q3,,2024-11-14,
2376,,sii,2024Q3,2024-11-05,2024-11-14,9
6446,,sii,2024Q3,2024-11-06,2024-11-14,8
2885,,sii,2024Q3,2024-11-12,2024-11-20,8
2886,,sii,2024Q3,2024-11-18,2024-11-26,8
2887,,sii,2024Q3,2024-11-20,2024-11-28,8
3443,,sii,2024A,,2025-01-15,
3081,,otc,2024A,2025-01-14,2025-01-22,8
4919,,sii,2024A,,2025-02-06,
6919,,sii,2024A,2025-01-27,2025-02-07,11
3563,,sii,2024A,,2025-02-11,
6173,,otc,2024A,,2025-02-11,
6510,,otc,2024A,2025-02-03,2025-02-11,8
2330,,sii,2024A,2025-01-24,2025-02-12,19
2409,,sii,2024A,2025-02-04,2025-02-13,9
3665,,sii,2024A,,2025-02-14,
2441,,sii,2024A,2025-02-06,2025-02-14,8
3189,,sii,2024A,2025-02-07,2025-02-17,10
2344,,sii,2024A,2025-02-10,2025-02-18,8
2426,,sii,2024A,2025-02-10,2025-02-19,9
6191,,sii,2024A,2025-02-11,2025-02-19,8
2059,,sii,2024A,,2025-02-20,
4904,,sii,2024A,,2025-02-20,
6789,,sii,2024A,,2025-02-20,
2801,,sii,2024A,2024-05-03,2025-02-20,293
2492,,sii,2024A,2025-02-12,2025-02-20,8
2887,,sii,2024A,2025-02-12,2025-02-20,8
8358,,otc,2024A,,2025-02-21,
3714,,sii,2024A,2025-02-12,2025-02-21,9
3035,,sii,2024A,2025-02-13,2025-02-21,8
6138,,otc,2024A,2025-02-13,2025-02-21,8
6239,,sii,2024A,2025-02-13,2025-02-21,8
8069,,otc,2024A,2025-02-13,2025-02-21,8
2360,,sii,2024A,2025-02-14,2025-02-24,10
2369,,sii,2024A,2025-02-14,2025-02-24,10
3324,,otc,2024A,2025-02-14,2025-02-24,10
3357,,otc,2024A,2025-02-14,2025-02-24,10
3711,,sii,2024A,2025-02-14,2025-02-24,10
5904,,otc,2024A,2025-02-14,2025-02-24,10
6196,,sii,2024A,2025-02-14,2025-02-24,10
8028,,sii,2024A,2025-02-14,2025-02-24,10
3231,,sii,2024A,2025-02-16,2025-02-24,8
5347,,otc,2024A,2025-02-14,2025-02-25,11
2886,,sii,2024A,2025-02-17,2025-02-25,8
3022,,sii,2024A,2025-02-17,2025-02-25,8
3034,,sii,2024A,2025-02-17,2025-02-25,8
3036,,sii,2024A,2025-02-17,2025-02-25,8
3653,,sii,2024A,2025-02-17,2025-02-25,8
3707,,otc,2024A,2025-02-17,2025-02-25,8
6197,,sii,2024A,2025-02-17,2025-02-25,8
6243,,sii,2024A,2025-02-17,2025-02-25,8
6488,,otc,2024A,2025-02-17,2025-02-25,8
6770,,sii,2024A,2025-02-17,2025-02-25,8
8150,,sii,2024A,2025-02-17,2025-02-25,8
6446,,sii,2024A,2025-02-18,2025-02-25,7
3088,,otc,2024A,,2025-02-26,
8996,,sii,2024A,,2025-02-26,
2630,,sii,2024A,2025-02-14,2025-02-26,12
1560,,sii,2024A,2025-02-18,2025-02-26,8
2049,,sii,2024A,2025-02-18,2025-02-26,8
2301,,sii,2024A,2025-02-18,2025-02-26,8
2303,,sii,2024A,2025-02-18,2025-02-26,8
2308,,sii,2024A,2025-02-18,2025-02-26,8
2332,,sii,2024A,2025-02-18,2025-02-26,8
2408,,sii,2024A,2025-02-18,2025-02-26,8
2412,,sii,2024A,2025-02-18,2025-02-26,8
2912,,sii,2024A,2025-02-18,2025-02-26,8
3006,,sii,2024A,2025-02-18,2025-02-26,8
3030,,sii,2024A,2025-02-18,2025-02-26,8
3163,,otc,2024A,2025-02-18,2025-02-26,8
3529,,otc,2024A,2025-02-18,2025-02-26,8
3715,,sii,2024A,2025-02-18,2025-02-26,8
4939,,otc,2024A,2025-02-18,2025-02-26,8
5269,,sii,2024A,2025-02-18,2025-02-26,8
5871,,sii,2024A,2025-02-18,2025-02-26,8
6285,,sii,2024A,2025-02-18,2025-02-26,8
6515,,sii,2024A,2025-02-18,2025-02-26,8
5274,,otc,2024A,,2025-02-27,
5434,,sii,2024A,,2025-02-27,
6525,,sii,2024A,,2025-02-27,
2454,,sii,2024A,2025-02-18,2025-02-27,9
6116,,sii,2024A,2025-02-18,2025-02-27,9
2379,,sii,2024A,2025-02-19,2025-02-27,8
2382,,sii,2024A,2025-02-19,2025-02-27,8
2395,,sii,2024A,2025-02-19,2025-02-27,8
2455,,sii,2024A,2025-02-19,2025-02-27,8
3044,,sii,2024A,2025-02-19,2025-02-27,8
3045,,sii,2024A,2025-02-19,2025-02-27,8
3264,,otc,2024A,2025-02-19,2025-02-27,8
4967,,sii,2024A,2025-02-19,2025-02-27,8
5388,,sii,2024A,2025-02-19,2025-02-27,8
5483,,otc,2024A,2025-02-19,2025-02-27,8
5536,,otc,2024A,2025-02-19,2025-02-27,8
6271,,sii,2024A,2025-02-19,2025-02-27,8
6531,,sii,2024A,2025-02-19,2025-02-27,8
8046,,sii,2024A,2025-02-19,2025-02-27,8
8261,,sii,2024A,2025-02-19,2025-02-27,8
6257,,sii,2024A,2025-02-20,2025-02-27,7
6505,,sii,2024A,2025-02-21,2025-02-27,6
2324,,sii,2025A,2026-02-12,2025-02-27,-350
3702,,sii,2024A,2025-02-20,2025-02-28,8
6207,,otc,2024A,,2025-03-03,
2375,,sii,2024A,2025-02-21,2025-03-03,10
6805,,sii,2024A,2025-02-21,2025-03-03,10
3019,,sii,2024A,2025-02-24,2025-03-04,8
3131,,otc,2024A,2025-02-24,2025-03-04,8
4763,,sii,2024A,,2025-03-05,
5328,,otc,2024A,2025-02-24,2025-03-05,9
1513,,sii,2024A,2025-02-25,2025-03-05,8
3211,,otc,2024A,2025-02-25,2025-03-05,8
3441,,otc,2024A,2025-02-25,2025-03-05,8
3680,,otc,2024A,2025-02-25,2025-03-05,8
4966,,otc,2024A,2025-02-25,2025-03-05,8
6472,,sii,2024A,2025-02-25,2025-03-05,8
2606,,sii,2024A,,2025-03-06,
6830,,sii,2024A,2025-02-24,2025-03-06,10
2451,,sii,2024A,2025-02-25,2025-03-06,9
1216,,sii,2024A,2025-02-26,2025-03-06,8
1795,,sii,2024A,2025-02-26,2025-03-06,8
3033,,sii,2024A,2025-02-26,2025-03-06,8
3293,,otc,2024A,2025-02-26,2025-03-06,8
3362,,otc,2024A,2025-02-26,2025-03-06,8
3577,,otc,2024A,2025-02-26,2025-03-06,8
8043,,otc,2024A,2025-02-26,2025-03-06,8
8064,,otc,2024A,2025-02-26,2025-03-06,8
2890,,sii,2024A,,2025-03-07,
3406,,sii,2024A,,2025-03-07,
4541,,otc,2024A,,2025-03-07,
6442,,sii,2024A,,2025-03-07,
2481,,sii,2024A,2025-02-27,2025-03-07,8
3149,,sii,2024A,2025-02-27,2025-03-07,8
5351,,otc,2024A,2025-02-27,2025-03-07,8
6213,,sii,2024A,2025-02-27,2025-03-07,8
6715,,sii,2024A,2025-02-27,2025-03-07,8
8299,,otc,2024A,2025-02-27,2025-03-07,8
1785,,otc,2024A,2025-03-03,2025-03-07,4
1504,,sii,2024A,2025-03-06,2025-03-07,1
6290,,otc,2024A,,2025-03-10,
8112,,sii,2024A,,2025-03-10,
1802,,sii,2024A,2025-02-27,2025-03-10,11
2464,,sii,2024A,2025-02-27,2025-03-10,11
2478,,sii,2024A,2025-02-27,2025-03-10,11
2645,,sii,2024A,2025-02-27,2025-03-10,11
2883,,sii,2024A,2025-02-27,2025-03-10,11
3042,,sii,2024A,2025-02-27,2025-03-10,11
3105,,otc,2024A,2025-02-27,2025-03-10,11
3167,,sii,2024A,2025-02-27,2025-03-10,11
6278,,sii,2024A,2025-02-27,2025-03-10,11
7750,,sii,2024A,2025-03-02,2025-03-10,8
3533,,sii,2025A,2026-03-02,2025-03-10,-357
2368,,sii,2024A,,2025-03-11,
4916,,sii,2024A,,2025-03-11,
7610,,sii,2024A,,2025-03-11,
8081,,sii,2024A,,2025-03-11,
2305,,sii,2024A,2025-02-27,2025-03-11,12
2388,,sii,2024A,2025-02-27,2025-03-11,12
1303,,sii,2024A,2025-03-03,2025-03-11,8
1810,,sii,2024A,2025-03-03,2025-03-11,8
2302,,sii,2024A,2025-03-03,2025-03-11,8
2357,,sii,2024A,2025-03-03,2025-03-11,8
2425,,sii,2024A,2025-03-03,2025-03-11,8
2615,,sii,2024A,2025-03-03,2025-03-11,8
3260,,otc,2024A,2025-03-03,2025-03-11,8
3479,,otc,2024A,2025-03-03,2025-03-11,8
6016,,otc,2024A,2025-03-03,2025-03-11,8
6426,,sii,2024A,2025-03-03,2025-03-11,8
7734,,otc,2024A,2025-03-03,2025-03-11,8
8033,,sii,2024A,2025-03-03,2025-03-11,8
2312,,sii,2024A,,2025-03-12,
2347,,sii,2024A,,2025-03-12,
2377,,sii,2024A,,2025-03-12,
3055,,sii,2024A,,2025-03-12,
5439,,otc,2024A,,2025-03-12,
6415,,sii,2024A,,2025-03-12,
6672,,sii,2024A,,2025-03-12,
1402,,sii,2024A,2025-03-03,2025-03-12,9
2027,,sii,2024A,2025-03-04,2025-03-12,8
2493,,sii,2024A,2025-03-04,2025-03-12,8
2542,,sii,2024A,2025-03-04,2025-03-12,8
2618,,sii,2024A,2025-03-04,2025-03-12,8
3017,,sii,2024A,2025-03-04,2025-03-12,8
3532,,sii,2024A,2025-03-04,2025-03-12,8
6223,,otc,2024A,2025-03-04,2025-03-12,8
6274,,otc,2024A,2025-03-04,2025-03-12,8
6282,,sii,2024A,2025-03-04,2025-03-12,8
8111,,otc,2024A,2025-03-04,2025-03-12,8
9904,,sii,2024A,2025-03-04,2025-03-12,8
2605,,sii,2024A,2025-03-05,2025-03-12,7
5475,,otc,2024A,,2025-03-13,
6944,,sii,2024A,,2025-03-13,
4938,,sii,2024A,2024-05-02,2025-03-13,315
1301,,sii,2024A,2025-03-05,2025-03-13,8
2472,,sii,2024A,2025-03-05,2025-03-13,8
3090,,sii,2024A,2025-03-05,2025-03-13,8
3673,,sii,2024A,2025-03-05,2025-03-13,8
3693,,otc,2024A,2025-03-05,2025-03-13,8
4566,,sii,2024A,2025-03-05,2025-03-13,8
4764,,sii,2024A,2025-03-05,2025-03-13,8
4979,,otc,2024A,2025-03-05,2025-03-13,8
4989,,sii,2024A,2025-03-05,2025-03-13,8
4749,,otc,2024A,,2025-03-14,
9921,,sii,2024A,,2025-03-14,
2317,,sii,2024A,2025-03-06,2025-03-14,8
2376,,sii,2024A,2025-03-06,2025-03-14,8
2881,,sii,2024A,2025-03-06,2025-03-14,8
2885,,sii,2024A,2025-03-06,2025-03-14,8
2891,,sii,2024A,2025-03-06,2025-03-14,8
3491,,otc,2024A,2025-03-06,2025-03-14,8
5880,,sii,2024A,2025-03-06,2025-03-14,8
6139,,sii,2024A,2025-03-06,2025-03-14,8
6182,,otc,2024A,2025-03-06,2025-03-14,8
6226,,sii,2024A,2025-03-06,2025-03-14,8
2880,,sii,2024A,2025-03-10,2025-03-14,4
7769,,sii,2024A,,2025-03-17,
2316,,sii,2024A,2025-03-06,2025-03-26,20
2406,,sii,2024A,2025-03-20,2025-03-28,8
4958,,sii,1935A,,2025-04-08,
3443,,sii,2025Q1,,2025-04-16,
6271,,sii,2025Q1,2025-04-09,2025-04-17,8
8261,,sii,2025Q1,2025-04-09,2025-04-17,8
3665,,sii,2025Q1,,2025-04-22,
3035,,sii,2025Q1,2025-04-14,2025-04-22,8
3088,,otc,2025Q1,,2025-04-23,
2303,,sii,2025Q1,2025-04-15,2025-04-23,8
4966,,otc,2025Q1,2025-04-15,2025-04-23,8
4919,,sii,2025Q1,,2025-04-24,
2455,,sii,2025Q1,2025-04-16,2025-04-24,8
6525,,sii,2025Q1,,2025-04-25,
6830,,sii,2025Q1,2025-04-16,2025-04-25,9
5904,,otc,2025Q1,,2025-04-28,
6243,,sii,2025Q1,,2025-04-28,
3376,,sii,2025Q1,2025-04-19,2025-04-28,9
3563,,sii,2025Q1,,2025-04-29,
4958,,sii,1936Q1,,2025-04-29,
6116,,sii,2025Q1,,2025-04-29,
1560,,sii,2025Q1,2025-04-21,2025-04-29,8
6510,,otc,2025Q1,2025-04-21,2025-04-29,8
2441,,sii,2025Q1,,2025-04-30,
3081,,otc,2025Q1,,2025-04-30,
8210,,sii,2025Q1,,2025-04-30,
8996,,sii,2025Q1,,2025-04-30,
3529,,otc,2025Q1,2025-04-21,2025-04-30,9
2360,,sii,2025Q1,2025-04-22,2025-04-30,8
2375,,sii,2025Q1,2025-04-22,2025-04-30,8
5388,,sii,2025Q1,2025-04-22,2025-04-30,8
3577,,otc,2025Q1,2025-04-24,2025-05-02,8
2634,,sii,2025A,2026-03-19,2025-05-02,-321
2492,,sii,2025Q1,,2025-05-05,
6691,,sii,2025Q1,,2025-05-05,
2344,,sii,2025Q1,2025-04-25,2025-05-05,10
6919,,sii,2025Q1,2025-04-25,2025-05-05,10
2347,,sii,2025Q1,,2025-05-06,
5434,,sii,2025Q1,,2025-05-06,
6719,,sii,2025Q1,,2025-05-06,
8081,,sii,2025Q1,,2025-05-06,
5347,,otc,2025Q1,2025-04-25,2025-05-06,11
6207,,otc,2025Q1,2025-04-25,2025-05-06,11
1810,,sii,2025Q1,2025-04-28,2025-05-06,8
3033,,sii,2025Q1,2025-04-28,2025-05-06,8
3131,,otc,2025Q1,2025-04-28,2025-05-06,8
3231,,sii,2025Q1,2025-04-28,2025-05-06,8
5351,,otc,2025Q1,2025-04-28,2025-05-06,8
6197,,sii,2025Q1,2025-04-28,2025-05-06,8
6213,,sii,2025Q1,2025-04-28,2025-05-06,8
6488,,otc,2025Q1,2025-04-28,2025-05-06,8
6805,,sii,2025Q1,2025-04-28,2025-05-06,8
6196,,sii,2025Q1,2025-04-29,2025-05-06,7
3055,,sii,2025Q1,,2025-05-07,
4749,,otc,2025Q1,,2025-05-07,
4939,,otc,2025Q1,,2025-05-07,
5439,,otc,2025Q1,,2025-05-07,
6515,,sii,2025Q1,,2025-05-07,
6166,,sii,2025Q1,2025-04-28,2025-05-07,9
2369,,sii,2025Q1,2025-04-29,2025-05-07,8
3030,,sii,2025Q1,2025-04-29,2025-05-07,8
3362,,otc,2025Q1,2025-04-29,2025-05-07,8
4967,,sii,2025Q1,2025-04-29,2025-05-07,8
6715,,sii,2025Q1,2025-04-29,2025-05-07,8
8033,,sii,2025Q1,2025-04-29,2025-05-07,8
2834,,sii,2025A,2026-02-11,2025-05-07,-280
2345,,sii,2025Q1,,2025-05-08,
2368,,sii,2025Q1,,2025-05-08,
2451,,sii,2025Q1,,2025-05-08,
2606,,sii,2025A,,2025-05-08,
3374,,otc,2025A,,2025-05-08,
6944,,sii,2025Q1,,2025-05-08,
2493,,sii,2025Q1,2025-04-30,2025-05-08,8
3163,,otc,2025Q1,2025-04-30,2025-05-08,8
3357,,otc,2025Q1,2025-04-30,2025-05-08,8
4979,,otc,2025Q1,2025-04-30,2025-05-08,8
5536,,otc,2025Q1,2025-04-30,2025-05-08,8
6426,,sii,2025Q1,2025-04-30,2025-05-08,8
7750,,sii,2025Q1,2025-04-30,2025-05-08,8
3363,,otc,2025A,2026-02-13,2025-05-08,-281
8932,,otc,2025A,2026-03-02,2025-05-08,-298
1605,,sii,2025Q1,,2025-05-09,
2449,,sii,2025Q1,,2025-05-09,
2481,,sii,2025Q1,,2025-05-09,
3413,,sii,2025Q1,,2025-05-09,
4989,,sii,2025Q1,,2025-05-09,
5483,,otc,2025Q1,,2025-05-09,
6290,,otc,2025Q1,,2025-05-09,
2359,,sii,2025Q1,2025-04-28,2025-05-09,11
1795,,sii,2025Q1,2025-04-30,2025-05-09,9
2049,,sii,2025Q1,2025-04-30,2025-05-09,9
2388,,sii,2025Q1,2025-04-30,2025-05-09,9
3022,,sii,2025Q1,2025-04-30,2025-05-09,9
3533,,sii,2025Q1,2025-04-30,2025-05-09,9
3605,,sii,2025Q1,2025-04-30,2025-05-09,9
3661,,sii,2025Q1,2025-04-30,2025-05-09,9
3714,,sii,2025Q1,2025-04-30,2025-05-09,9
6138,,otc,2025Q1,2025-04-30,2025-05-09,9
6226,,sii,2025Q1,2025-04-30,2025-05-09,9
